id,name,model
1006,Remake the sequence of Journal Entries.,account.resequence.wizard
311,Removal Strategy,product.removal
884,Remove email from blacklist wizard,mail.blacklist.remove
911,Remove phone from blacklist,phone.blacklist.remove
26,Report Action,ir.actions.report
68,Report Layout,report.layout
203,Resend Notification,sms.resend.recipient
16,Reset View Architecture Wizard,reset.view.arch.wizard
130,Resource Mixin,resource.mixin
134,Resource Time Off Detail,resource.calendar.leaves
131,Resource Working Time,resource.calendar
133,Resources,resource.resource
335,Return Picking,stock.return.picking
334,Return Picking Line,stock.return.picking.line
1921,Revoke YouTube Account,social.account.revoke.youtube
1088,Robots.txt Editor,website.robots
2001,Root Cause for Quality Failure,quality.reason
34,Rule,ir.rule
990,Rules for the reconciliation model,account.reconcile.model.line
337,Run Scheduler Manually,stock.scheduler.compute
366,SEO metadata,website.seo.metadata
1539,SG BIS Billing 3.0,account.edi.xml.ubl_sg
1536,SI-UBL 2.0 (NLCIUS),account.edi.xml.ubl_nl
772,SLA Status Analysis,helpdesk.sla.report.analysis
204,SMS Resend,sms.resend
205,SMS Template Preview,sms.template.preview
1468,SMS Template Reset,sms.template.reset
200,SMS Templates,sms.template
1387,Salary Attachment / Report,hr.salary.attachment.report
1765,Salary Attachment Type,hr.salary.attachment.type
2045,Salary Certificate By Employee,l10n.ch.salary.certificate
622,Salary Rule,hr.salary.rule
621,Salary Rule Category,hr.salary.rule.category
631,Salary Rule Parameter,hr.rule.parameter
630,Salary Rule Parameter Value,hr.rule.parameter.value
619,Salary Structure,hr.payroll.structure
620,Salary Structure Type,hr.payroll.structure.type
394,Sale Options,sale.order.option
392,Sale Payment provider onboarding wizard,sale.payment.provider.onboarding.wizard
2075,Sale order profitability,so.profitability
393,Sales Advance Payment Invoice,sale.advance.payment.inv
389,Sales Analysis Report,sale.report
1159,Sales Order Cancel,sale.order.cancel
388,Sales Order Line,sale.order.line
1962,Sample Mail Wizard,mailing.mailing.test
1661,Save favorite GIF from Tenor API,discuss.gif.favorite
757,Schedule,planning.planning
28,Scheduled Actions,ir.cron
1427,Scheduled Messages,mail.message.schedule
759,Send Planning,planning.send
202,Send SMS Wizard,sms.composer
1859,Send WhatsApp Wizard,whatsapp.composer
1902,Send mails to applicants,applicant.send.mail
11,Sequence,ir.sequence
12,Sequence Date Range,ir.sequence.date_range
22,Server Action,ir.actions.server
1877,Set Homework Location Wizard,homework.location.wizard
2063,Share Holders,share.holders
758,Shift Template,planning.slot.template
451,Shipping Methods,delivery.carrier
849,Show API Key,res.users.apikeys.show
1294,Sign Duplicate Template with new PDF,sign.duplicate.template.pdf
734,Sign Template Tag,sign.template.tag
744,Sign document in contract,hr.contract.sign.document.wizard
1906,Sign document in recruitment,hr.recruitment.sign.document.wizard
739,Sign requests access history,sign.log
740,Sign send request,sign.send.request
741,Sign send request signer,sign.send.request.signer
738,Signature Item Party,sign.item.role
737,Signature Item Type,sign.item.type
732,Signature Item Value,sign.request.item.value
731,Signature Request Item,sign.request.item
733,Signature Template,sign.template
190,Snailmail Letter,snailmail.letter
1073,Snooze Orderpoint,stock.orderpoint.snooze
1911,Social Account,social.account
1914,Social Live Post,social.live.post
1912,Social Post Template,social.post.template
1915,Social Stream,social.stream
1916,Social Stream Post,social.stream.type
1917,Social Stream Post,social.stream.post
1918,Social Stream Post Image Attachment,social.stream.post.image
1920,Social Twitter Account,social.twitter.account
1897,Source of Applicants,hr.recruitment.source
1591,Split Production Detail,mrp.production.split.line
1186,Spreadsheet Contributor,spreadsheet.contributor
1578,Spreadsheet Dashboard,spreadsheet.dashboard
1187,Spreadsheet Template,spreadsheet.template
1185,Spreadsheet Template Save Wizard,save.spreadsheet.template
1710,Spreadsheet mixin,spreadsheet.mixin
333,Stock Assign Serial Numbers,stock.assign.serial
405,Stock Landed Cost Line,stock.landed.cost.lines
317,Stock Move,stock.move
348,Stock Package Destination,stock.package.destination
329,Stock Package Level,stock.package_level
341,Stock Quantity History,stock.quantity.history
1729,Stock Quantity Relocation,stock.quant.relocate
330,Stock Quantity Report,report.stock.quantity
1346,Stock Reception Report,report.stock.report_reception
1068,Stock Replenishment Report,stock.forecasted_product_template
1067,Stock Replenishment Report,stock.forecasted_product_product
350,Stock Report,stock.report
1352,Stock Request an Inventory Count,stock.request.count
324,Stock Rule,stock.rule
342,Stock Rules report,stock.rules.report
346,Stock Track Confirmation,stock.track.confirmation
347,Stock Track Line,stock.track.line
352,Stock Valuation Layer,stock.valuation.layer
179,Stock package type,stock.package.type
331,Stock rule report,report.stock.report_stock_rule
1353,Stock supplier replenishment information,stock.replenishment.info
1586,Stock warehouse replenishment option,stock.replenishment.option
1344,Storage Category,stock.storage.category
1345,Storage Category Capacity,stock.storage.category.capacity
1426,Store link preview data,mail.link.preview
977,Studio Approval Entry,studio.approval.entry
1494,Studio Approval Request,studio.approval.request
976,Studio Approval Rule,studio.approval.rule
365,Studio Mixin,studio.mixin
180,Supplier Pricelist,product.supplierinfo
571,Survey Invitation Wizard,survey.invite
568,Survey Label,survey.question.answer
567,Survey Question,survey.question
570,Survey User Input Line,survey.user_input.line
2017,Swiss Payroll: Individual Account,l10n.ch.individual.account
2016,Swiss Payroll: Monthly Summary,l10n.ch.monthly.summary
2033,Swiss Payroll: Tax rate import wizard,l10n.ch.tax.rate.import.wizard
1151,Swiss QR-bill report,report.l10n_ch.qr_report_main
2039,Swiss: AC: Rate Threshold,l10n.ch.social.insurance.avs.ac.threshold
2040,Swiss: ACC: Rate Threshold,l10n.ch.social.insurance.avs.acc.threshold
2027,Swiss: Accident Additional Insurances Line Rate (LAAC),l10n.ch.additional.accident.insurance.line.rate
2022,Swiss: Accident Insurances (AAP/AANP),l10n.ch.accident.insurance
2023,Swiss: Accident Insurances Line (AAP/AANP),l10n.ch.accident.insurance.line
2024,Swiss: Accident Insurances Line Rate (AAP/AANP),l10n.ch.accident.insurance.line.rate
2025,Swiss: Additional Accident Insurances (LAAC),l10n.ch.additional.accident.insurance
2026,Swiss: Additional Accident Insurances Line (LAAC),l10n.ch.additional.accident.insurance.line
2031,Swiss: Family Allowance (CAF),l10n.ch.compensation.fund
2032,Swiss: Family Allowance Rate (CAF),l10n.ch.compensation.fund.line
2021,Swiss: LPP Insurances,l10n.ch.lpp.insurance
2038,Swiss: Retired Employees Exoneration,l10n.ch.social.insurance.avs.retirement.rente
2028,Swiss: Sickness Insurances (IJM),l10n.ch.sickness.insurance
2029,Swiss: Sickness Insurances Line (IJM),l10n.ch.sickness.insurance.line
2030,Swiss: Sickness Insurances Line Rate (IJM),l10n.ch.sickness.insurance.line.rate
2018,"Swiss: Social Insurances (AVS, AC)",l10n.ch.social.insurance
2020,Swiss: Social Insurances - AC Line,l10n.ch.social.insurance.ac.line
2019,Swiss: Social Insurances - AVS Line,l10n.ch.social.insurance.avs.line
1972,Synchronize a record with Microsoft Calendar,microsoft.calendar.sync
35,System Parameter,ir.config_parameter
725,Tag,documents.tag
1043,Task Recurrence,project.task.recurrence
689,Task Stage,project.task.type
693,Tasks Analysis,report.project.task.user
219,Tax Group,account.tax.group
209,Tax Mapping of Fiscal Position,account.fiscal.position.tax
221,Tax Repartition Line,account.tax.repartition.line
1378,Tax Unit,account.tax.unit
2043,Tax at Source Monthly Report,l10n.ch.is.report
2044,Tax at Source Monthly Report Line,l10n.ch.is.report.line
1147,Technical model for accounting report downloads,ir_actions_account_report_download
1560,Technical model to group PO for call to tenders,purchase.order.group
1423,Template Reset Mixin,template.reset.mixin
1966,Test SMS Mailing,mailing.sms.test
1358,Theme Asset,theme.ir.asset
378,Theme Attachments,theme.ir.attachment
377,Theme UI View,theme.ir.ui.view
381,Theme Utils,theme.utils
1331,Ticket Analysis,helpdesk.ticket.report.analysis
767,Ticket SLA Status,helpdesk.sla.status
618,Time Off Calendar,hr.leave.report.calendar
1286,Time Off Summary / Report,hr.leave.employee.type.report
612,Time Off Summary / Report,hr.leave.report
610,Time Off Type,hr.leave.type
1183,Timer Mixin,timer.mixin
1182,Timer Module,timer.timer
761,Timesheet & Planning Statistics,project.timesheet.forecast.report.analysis
763,Timesheet Attendance Report,hr.timesheet.attendance.report
1563,Timesheet Grid mixin,timesheet.grid.mixin
1522,Timesheets Analysis Report,timesheets.analysis.report
1852,Timesheets Leaderboard Tip,hr.timesheet.tip
125,Tours,web_tour.tour
332,Traceability Report,stock.traceability.report
904,Track Karma Changes,gamification.karma.tracking
1816,Transient model for bank statement line,account.bank.statement.line.transient
1552,Trial Balance Custom Handler,account.trial.balance.report.handler
1566,Trial Balance Custom Handler,consolidation.trial.balance.report.handler
1218,Triggered actions,ir.cron.trigger
1946,Try Sample Receipts,expense.sample.receipt
1532,UBL 2.0,account.edi.xml.ubl_20
1533,UBL 2.1,account.edi.xml.ubl_21
1534,UBL BIS Billing 3.0.12,account.edi.xml.ubl_bis3
356,UTM Campaign,utm.campaign
355,UTM Medium,utm.medium
360,UTM Mixin,utm.mixin
357,UTM Source,utm.source
1418,UTM Source Mixin,utm.source.mixin
359,UTM Tag,utm.tag
1883,Unit of Measure for price per unit on eCommerce products.,website.base.unit
2,Unknown,_unknown
95,Update Module,base.module.update
193,Update address of partner,snailmail.letter.missing.required.fields
1329,Update the probabilities,crm.lead.pls.update
98,Upgrade Module,base.module.upgrade
90,User,res.users
129,User Presence,bus.presence
1249,User Settings,res.users.settings
1250,User Settings Volumes,res.users.settings.volumes
92,"User, Change Password Wizard",change.password.user
1410,"User, change own password wizard",change.password.own
847,Users API Keys,res.users.apikeys
1414,Users Deletion Request,res.users.deletion
89,Users Log,res.users.log
251,Validate Account Move,validate.account.move
2055,Validation Error Records,validation.error.records
406,Valuation Adjustment Lines,stock.valuation.adjustment.lines
1154,Vendor Delay Report,vendor.delay.report
15,View,ir.ui.view
375,Visited Pages,website.track
326,Warehouse,stock.warehouse
343,Warn Insufficient Quantity,stock.warn.insufficient.qty
344,Warn Insufficient Scrap Quantity,stock.warn.insufficient.qty.scrap
593,Warn Insufficient Unbuild Quantity,stock.warn.insufficient.qty.unbuild
1375,Wave Transfer Lines,stock.add.to.wave
124,Web Editor Converter Subtest,web_editor.converter.test.sub
123,Web Editor Converter Test,web_editor.converter.test
370,Website,website
1359,Website Configurator Feature,website.configurator.feature
371,Website Menu,website.menu
1879,Website Product Category,product.public.category
368,Website Published Mixin,website.published.mixin
1356,Website Searchable Mixin,website.searchable.mixin
1087,Website Snippet Filter,website.snippet.filter
379,Website Theme Menu,theme.website.menu
380,Website Theme Page,theme.website.page
376,Website Visitor,website.visitor
374,Website rewrite,website.rewrite
1855,WhatsApp Messages,whatsapp.message
1857,WhatsApp Template Button,whatsapp.template.button
1858,WhatsApp Template Variable,whatsapp.template.variable
2007,Wizard for Quality Check Pop Up,quality.check.wizard
1815,Wizard for missing transactions,account.missing.transaction.wizard
1567,Wizard for sending manual reminders to clients,account_followup.manual_reminder
1561,Wizard in case PO still has open alternative requests for quotation,purchase.requisition.alternative.warning
1107,Wizard in case of consumption in warning/strict and more component has been used for a MO (related to the bom),mrp.consumption.warning
1124,Wizard model to reavaluate a stock inventory for a product,stock.valuation.layer.revaluation
1589,Wizard to Split Multiple Productions,mrp.production.split.multi
1590,Wizard to Split a Production,mrp.production.split
1106,Wizard to mark as done or create back order,mrp.production.backorder
1562,Wizard to preset values for alternative PO,purchase.requisition.create.alternative
582,Work Center,mrp.workcenter
1588,Work Center Capacity,mrp.workcenter.capacity
581,Work Center Usage,mrp.routing.workcenter
132,Work Detail,resource.calendar.attendance
1386,Work Entries Analysis Report,hr.work.entry.report
616,Work Entries Employees,hr.user.work.entry.employee
1268,Work Location,hr.work.location
588,Work Order,mrp.workorder
2014,Work Place - Swiss Payroll,l10n.ch.location.unit
585,Workcenter Productivity Log,mrp.workcenter.productivity
584,Workcenter Productivity Losses,mrp.workcenter.productivity.loss
2006,Worksheet Template,worksheet.template
600,Zoho Deals,x_zoho_deals
2012,data,x_data
1192,representation of an online bank account,account.online.account
1963,schedule a mailing,mailing.mailing.schedule.date
1417,websocket message handling,ir.websocket
